uniqueId,teamName,condition,timezone,stageName,stageDay,goalSetComplete,firstTaskGoal,addTaskGoals,addFirstRelGoal,addRelGoals,addRelGoalsLater,Inclusion_Dimension_1,Inclusion_Dimension_2
11925020,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,2,TRUE,"Host a 30-minute ""Team Connection"" session during lunch, facilitating meaningful conversations and interactions among 80% of team members.",,Increase representation of underrepresented groups in leadership roles by 25% within 12 months through targeted mentorship and development programs.,"Conduct quarterly inclusive language training for 90% of staff, reducing biased language incidents by 25% within 9 months.",,Belongingness,OrgEfforts
11925020,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,3,TRUE,"Facilitate a 15-minute ""Gratitude Circle"" meeting","Develop an ""Inclusive Language Guide"" and provide training to 95% of staff within 6 weeks",,,,Belongingness,
11925020,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,4,TRUE,"Hold a 15-minute team check-in today, encouraging each member to share one personal or professional update to foster connections and a sense of belonging.",,Host a 30-minute diversity and inclusion meeting with department leaders to discuss strategies for promoting equity and inclusivity within the organization.,"Send a company-wide email promoting diversity, equity, and inclusion initiatives, including upcoming training sessions, employee resource groups, and anonymous feedback mechanisms.",,Belongingness,OrgEfforts
11925020,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,5,TRUE,"Host a 30-minute ""Team Connection"" coffee break today from 2-2:30 PM, engaging at least 80% of team members in conversation to foster inclusivity and teamwork.","Facilitate a 10-minute ""Gratitude Circle"" today at 10 AM, where each team member shares something they appreciate about a colleague, promoting positivity and strengthening team bonds.","Launch a quarterly ""Diversity Dialogue"" series, hosting 4 sessions within the next 12 months, to increase inclusive discussions by 40% and foster a culture of empathy and understanding among employees.",,,Belongingness,OrgEfforts
11925020,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,6,TRUE,"Host a 1-hour ""Voices and Views"" session today from 2-3 PM, where 100% of team members share personal experiences on inclusivity, aiming for 90% positive feedback and strengthened team belongingness.",,"Launch a quarterly ""Diversity Dialogue"" series, hosting 4 sessions within the next 12 months, to increase inclusive discussions by 40% and foster a culture of empathy and understanding among employees.","Host 6 inclusive leadership workshops within the next 9 months, training 90% of managers on unconscious bias, microaggressions, and cultural competence, and track a 25% increase in diverse hiring and promotions.",,Belongingness,OrgEfforts
50005529,AcademicThunder,MCLeader,US/Central,Goal-Setting,1,TRUE,Offer guidance to a fellow team member,, Show appreciation|Show appreciation for their work ethic and effort,,,Uniqueness,Appreciation
50005529,AcademicThunder,MCLeader,US/Central,Goal-Setting,2,TRUE,I will meet with team members to prioritize their needs,, Praising their accomplishments|Praising their accomplishments and providing positive feedback,,,Uniqueness,Appreciation
50005529,AcademicThunder,MCLeader,US/Central,Goal-Setting,3,TRUE,Engage each team member individually to assess tasks and productivity,,I would like to show appreciation with praise and a gift card of 10,,,Uniqueness,Appreciation
50005529,AcademicThunder,MCLeader,US/Central,Goal-Setting,4,TRUE,I will offer guidance to a team.Member today,,Praising their accomplishments and motivate them to continue to do well on tasks,,,Uniqueness,Appreciation
50005529,AcademicThunder,MCLeader,US/Central,Goal-Setting,5,TRUE,I will meet with a team member to review tasks and time management,,,,,Uniqueness,
50005529,AcademicThunder,MCLeader,US/Central,Intervention,1,,,,,,,,
50005529,AcademicThunder,MCLeader,US/Central,Intervention,2,,,,,,,,
50005529,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,1,,,,,,,,
50005529,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,2,TRUE,I will ensure everyone has a chance to speak in today's team meeting,,I will explain to Jeanne how organizational inclusive practices are aligned with our team's goals at today's coffee-break.,,,Belongingness,OrgEfforts
50005529,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,3,TRUE,I will organize a team building event till the end of this week to strengthen belongingness.,,,,,Belongingness,
50005529,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,4,TRUE,I will ensure everyone has a chance to speak in today's team meeting.,,Set up a meeting to discuss inclusion in the work place,,,Belongingness,OrgEfforts
50005529,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,5,,,,,,,Belongingness,
50005529,AcademicThunder,MCLeader,US/Central,Goal-Setting-Belongingness,6,TRUE,I will ensure that all team members get an opportunity to voice their concerns,,Promote inclusion and acceptance in the work place,Provide examples of inclusion and diversity,,Belongingness,OrgEfforts
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,1,TRUE,I will work with Fynn to establish contact with at least two new retail stores before tomorrow.,,,,,Uniqueness,
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,2,TRUE,I will become a mentor to two of our junior employees,,I will develop an Employee of the Month initiative by the end of today.,,,Uniqueness,Appreciation
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,3,TRUE,I will offer guidance to David at our meeting today,,,,,Uniqueness,
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,4,TRUE,I will meet Cassandra to prioritize and schedule trainings for them after today’s lunch,,I will praise the technical achievements of Billy at today’s meeting,,,Uniqueness,Appreciation
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,5,TRUE,I will offer guidance to Fynn at our meeting today.,,,,,Uniqueness,
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Intervention,1,,,,,,,,
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Intervention,2,,,,,,,,
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,1,,,,,,,,
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,I will ensure everyone has a chance to speak in today’s team meeting,,I will identify and document at least three new opportunities to improve inclusion practices before lunch today,,,Belongingness,OrgEfforts
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,I will ensure everyone has a chance to speak in today’s team meeting,,,,,Belongingness,
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,4,TRUE,I will ensure everyone has a chance to speak in today’s team meeting,,I will identify and document at least three new opportunities to improve inclusive practices before lunch today,,,Belongingness,OrgEfforts
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,5,TRUE,I will organize a team building event till the end of this week to strengthen belongingness,,,,,Belongingness,
89195952,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,6,TRUE,I will consult with team members and build consensus on hiring a new team member this afternoon,,I will communicate with Collins how inclusion is related to our mission and vision in today’s meeting,,,Belongingness,OrgEfforts
40381236,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,1,TRUE,Analyze and discuss plans for Wednesday meeting this week.,,"I will encourage team members to focus on the process regardless of short term results. As long as we follow the plan, we can be proud no matter the instant result.",,,Uniqueness,Appreciation
40381236,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,2,TRUE,Help them meet their own goals,,By showing up for them and meeting their needs so they can accomplish everything we want.,,,Uniqueness,Appreciation
40381236,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,3,TRUE,"Sometimes when we are productive, just take a moment to relax and redirect",,,,,Uniqueness,
40381236,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,4,TRUE,Allow them space time create and build in their own way,,One member is off work and at a concert today. Others are just taking it easy,,,Uniqueness,Appreciation
40381236,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,5,TRUE,We are doing SWOT on income streams,,I’m going to praise the contributions and processes team members have recommended. And use them above my current process,,,Uniqueness,Appreciation
40381236,AcademicThunder,MCLeader,US/Eastern,Intervention,1,,,,,,,,
40381236,AcademicThunder,MCLeader,US/Eastern,Intervention,2,,,,,,,,
40381236,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,1,,,,,,,Belongingness,
40381236,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,"Ensuring everyone feels they are meaningful to the team, and if not, allowing them to work on something they deem important to themselves and our goals",,Making sure everyone has a voice and opportunity to speak their minds openly and honestly free of judgment,,,Belongingness,OrgEfforts
40381236,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,I will ensure everyone has a chance for their input at todays meetings,,,,,Belongingness,
40381236,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,4,TRUE,I make sure everyone has the same vision and goal and when we’re all working toward that there is a feeling of belongingness. It’s important to give people meaningful work and not bullshit. Trusting people gives them more of a sense of belonging,,Today everyone will have an opportunity to share their input,,,Belongingness,OrgEfforts
40381236,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,5,TRUE,I will ensure everyone gets a chance to do meaningful work and contribute in their own ways,,,,,Belongingness,
